Gene	ENSG ID	Disease	Class	Control	logFC	p-value adjusted
ABHD14B	ENSG00000114779	Breast ductal carcinoma in situ	Cancer	Healthy	0.292	1.25E-1
ABHD14B	ENSG00000114779	Glioma	Cancer	All other diseases	-0.363	1.69E-3
ABHD14B	ENSG00000114779	Glioma	Cancer	Class	-0.237	1.60E-2
ABHD14B	ENSG00000114779	Glioma	Cancer	Healthy	0.534	2.96E-8
ABHD14B	ENSG00000114779	Colorectal cancer	Cancer	All other diseases	0.622	3.02E-11
ABHD14B	ENSG00000114779	Colorectal cancer	Cancer	Class	0.702	6.27E-19
ABHD14B	ENSG00000114779	Colorectal cancer	Cancer	Healthy	1.334	9.76E-56
ABHD14B	ENSG00000114779	Cervical cancer	Cancer	All other diseases	-0.951	5.50E-11
ABHD14B	ENSG00000114779	Cervical cancer	Cancer	Class	-0.725	6.06E-8
ABHD14B	ENSG00000114779	Cervical cancer	Cancer	Healthy	0.243	3.97E-2
ABHD14B	ENSG00000114779	Chronic lymphocytic leukemia	Cancer	All other diseases	-0.170	5.50E-1
ABHD14B	ENSG00000114779	Chronic lymphocytic leukemia	Cancer	Class	0.053	8.33E-1
ABHD14B	ENSG00000114779	Chronic lymphocytic leukemia	Cancer	Healthy	0.591	1.35E-2
ABHD14B	ENSG00000114779	Endometrial cancer	Cancer	All other diseases	-0.726	9.93E-6
ABHD14B	ENSG00000114779	Endometrial cancer	Cancer	Class	-0.581	1.24E-5
ABHD14B	ENSG00000114779	Endometrial cancer	Cancer	Healthy	0.072	5.96E-1
ABHD14B	ENSG00000114779	Ovarian cancer	Cancer	All other diseases	0.116	3.62E-1
ABHD14B	ENSG00000114779	Ovarian cancer	Cancer	Class	0.314	1.64E-3
ABHD14B	ENSG00000114779	Ovarian cancer	Cancer	Healthy	0.915	4.27E-23
ABHD14B	ENSG00000114779	Hepatocellular cancer	Cancer	All other diseases	0.565	7.56E-4
ABHD14B	ENSG00000114779	Hepatocellular cancer	Cancer	Class	0.744	4.96E-8
ABHD14B	ENSG00000114779	Hepatocellular cancer	Cancer	Healthy	1.283	7.57E-10
ABHD14B	ENSG00000114779	Pituitary neuroendocrine tumor	Cancer	All other diseases	-0.646	7.16E-3
ABHD14B	ENSG00000114779	Pituitary neuroendocrine tumor	Cancer	Class	-0.471	2.67E-2
ABHD14B	ENSG00000114779	Pituitary neuroendocrine tumor	Cancer	Healthy	0.231	2.68E-1
ABHD14B	ENSG00000114779	Myeloma	Cancer	All other diseases	0.306	3.22E-1
ABHD14B	ENSG00000114779	Myeloma	Cancer	Class	0.562	4.98E-3
ABHD14B	ENSG00000114779	Myeloma	Cancer	Healthy	1.161	1.09E-6
ABHD14B	ENSG00000114779	Lung cancer	Cancer	All other diseases	0.476	7.68E-8
ABHD14B	ENSG00000114779	Lung cancer	Cancer	Class	0.559	3.76E-13
ABHD14B	ENSG00000114779	Lung cancer	Cancer	Healthy	1.284	8.59E-57
ABHD14B	ENSG00000114779	Melanoma	Cancer	All other diseases	-1.436	5.87E-23
ABHD14B	ENSG00000114779	Melanoma	Cancer	Class	-1.365	5.02E-32
ABHD14B	ENSG00000114779	Melanoma	Cancer	Healthy	-0.547	1.23E-6
ABHD14B	ENSG00000114779	Meningioma	Cancer	All other diseases	-0.459	4.45E-2
ABHD14B	ENSG00000114779	Meningioma	Cancer	Class	-0.248	2.04E-1
ABHD14B	ENSG00000114779	Meningioma	Cancer	Healthy	0.407	2.34E-2
ABHD14B	ENSG00000114779	Pancreatic cancer	Cancer	All other diseases	0.628	5.03E-4
ABHD14B	ENSG00000114779	Pancreatic cancer	Cancer	Class	0.850	1.25E-9
ABHD14B	ENSG00000114779	Pancreatic cancer	Cancer	Healthy	1.348	6.90E-11
ABHD14B	ENSG00000114779	MASLD	Metabolic	All other diseases	0.012	9.52E-1
ABHD14B	ENSG00000114779	MASLD	Metabolic	Class	0.325	3.78E-2
ABHD14B	ENSG00000114779	MASLD	Metabolic	Healthy	0.833	1.77E-8
ABHD14B	ENSG00000114779	Staphylococcus aureus bacteremia	Infection	All other diseases	1.341	9.72E-6
ABHD14B	ENSG00000114779	Staphylococcus aureus bacteremia	Infection	Class	0.348	3.71E-1
ABHD14B	ENSG00000114779	Staphylococcus aureus bacteremia	Infection	Healthy	2.226	1.59E-7
ABHD14B	ENSG00000114779	Obesity	Metabolic	All other diseases	-0.775	2.51E-17
ABHD14B	ENSG00000114779	Obesity	Metabolic	Class	-0.440	2.13E-7
ABHD14B	ENSG00000114779	Obesity	Metabolic	Healthy	0.096	1.20E-1
ABHD14B	ENSG00000114779	Type 2 diabetes	Metabolic	All other diseases	-0.793	8.17E-6
ABHD14B	ENSG00000114779	Type 2 diabetes	Metabolic	Class	-0.605	2.70E-4
ABHD14B	ENSG00000114779	Type 2 diabetes	Metabolic	Healthy	0.078	5.37E-1
ABHD14B	ENSG00000114779	Chronic liver disease	Metabolic	All other diseases	1.230	4.54E-7
ABHD14B	ENSG00000114779	Chronic liver disease	Metabolic	Class	1.640	4.52E-13
ABHD14B	ENSG00000114779	Chronic liver disease	Metabolic	Healthy	1.945	3.06E-7
ABHD14B	ENSG00000114779	Streptococcal soft tissue infection	Infection	All other diseases	0.722	1.27E-5
ABHD14B	ENSG00000114779	Streptococcal soft tissue infection	Infection	Class	-0.128	5.54E-1
ABHD14B	ENSG00000114779	Streptococcal soft tissue infection	Infection	Healthy	1.553	1.55E-13
ABHD14B	ENSG00000114779	Alcohol-related liver disease	Metabolic	All other diseases	0.301	5.85E-1
ABHD14B	ENSG00000114779	Alcohol-related liver disease	Metabolic	Class	0.534	1.85E-1
ABHD14B	ENSG00000114779	Alcohol-related liver disease	Metabolic	Healthy	1.310	2.53E-3
ABHD14B	ENSG00000114779	Metabolic syndrome	Metabolic	All other diseases	-0.825	2.45E-28
ABHD14B	ENSG00000114779	Metabolic syndrome	Metabolic	Class	-0.535	6.35E-14
ABHD14B	ENSG00000114779	Metabolic syndrome	Metabolic	Healthy	0.079	7.31E-2
ACAA1	ENSG00000060971	Obesity	Metabolic	All other diseases	-0.811	1.31E-16
ACAA1	ENSG00000060971	Obesity	Metabolic	Class	-0.881	3.02E-15
ACAA1	ENSG00000060971	Obesity	Metabolic	Healthy	0.151	1.02E-1
ACAA1	ENSG00000060971	Type 2 diabetes	Metabolic	All other diseases	-0.506	9.42E-3
ACAA1	ENSG00000060971	Type 2 diabetes	Metabolic	Class	-0.531	1.64E-2
ACAA1	ENSG00000060971	Type 2 diabetes	Metabolic	Healthy	0.556	1.93E-3
ACAA1	ENSG00000060971	Metabolic syndrome	Metabolic	All other diseases	-0.689	9.24E-18
ACAA1	ENSG00000060971	Metabolic syndrome	Metabolic	Class	-0.692	3.57E-13
ACAA1	ENSG00000060971	Metabolic syndrome	Metabolic	Healthy	0.294	1.02E-5
ACAA1	ENSG00000060971	Staphylococcus aureus bacteremia	Infection	All other diseases	1.713	7.81E-8
ACAA1	ENSG00000060971	Staphylococcus aureus bacteremia	Infection	Class	0.609	1.04E-1
ACAA1	ENSG00000060971	Staphylococcus aureus bacteremia	Infection	Healthy	2.755	1.88E-9
ACAA1	ENSG00000060971	Alcohol-related liver disease	Metabolic	All other diseases	-0.491	3.90E-1
ACAA1	ENSG00000060971	Alcohol-related liver disease	Metabolic	Class	-0.496	3.71E-1
ACAA1	ENSG00000060971	Alcohol-related liver disease	Metabolic	Healthy	0.613	2.51E-1
ACAA1	ENSG00000060971	Chronic liver disease	Metabolic	All other diseases	1.884	7.02E-13
ACAA1	ENSG00000060971	Chronic liver disease	Metabolic	Class	1.778	2.24E-9
ACAA1	ENSG00000060971	Chronic liver disease	Metabolic	Healthy	2.600	2.08E-10
ACAA1	ENSG00000060971	MASLD	Metabolic	All other diseases	0.928	3.59E-9
ACAA1	ENSG00000060971	MASLD	Metabolic	Class	0.918	8.51E-7
ACAA1	ENSG00000060971	MASLD	Metabolic	Healthy	1.715	1.04E-20
ACAA1	ENSG00000060971	Streptococcal soft tissue infection	Infection	All other diseases	1.162	6.80E-11
ACAA1	ENSG00000060971	Streptococcal soft tissue infection	Infection	Class	0.083	7.05E-1
ACAA1	ENSG00000060971	Streptococcal soft tissue infection	Infection	Healthy	2.229	1.51E-15
ACAA1	ENSG00000060971	Pediatric sarcoma	Pediatric	All other diseases	0.454	6.69E-1
ACAA1	ENSG00000060971	Pediatric sarcoma	Pediatric	Class	0.356	8.43E-1
ACAA1	ENSG00000060971	Pediatric sarcoma	Pediatric	Healthy	1.939	8.28E-2
ACAA1	ENSG00000060971	Pediatric systemic inflammatory disease	Pediatric	All other diseases	-1.732	5.77E-11
ACAA1	ENSG00000060971	Pediatric systemic inflammatory disease	Pediatric	Class	-1.620	4.18E-12
ACAA1	ENSG00000060971	Pediatric systemic inflammatory disease	Pediatric	Healthy	-0.627	1.68E-3
ACAA1	ENSG00000060971	Pediatric retinoblastoma	Pediatric	All other diseases	0.931	2.27E-1
ACAA1	ENSG00000060971	Pediatric retinoblastoma	Pediatric	Class	0.865	2.89E-1
ACAA1	ENSG00000060971	Pediatric retinoblastoma	Pediatric	Healthy	2.081	3.68E-3
ACAA1	ENSG00000060971	Pediatric neuroblastoma	Pediatric	All other diseases	0.619	2.06E-1
ACAA1	ENSG00000060971	Pediatric neuroblastoma	Pediatric	Class	0.594	2.68E-1
ACAA1	ENSG00000060971	Pediatric neuroblastoma	Pediatric	Healthy	0.984	9.35E-2
ACAA1	ENSG00000060971	Schizophrenia	Psychiatric	All other diseases	-0.532	1.54E-3
ACAA1	ENSG00000060971	Schizophrenia	Psychiatric	Class	0.224	8.02E-1
ACAA1	ENSG00000060971	Schizophrenia	Psychiatric	Healthy	0.447	2.50E-2
ACAA1	ENSG00000060971	Bipolar disorder	Psychiatric	All other diseases	-0.824	1.32E-3
ACAA1	ENSG00000060971	Bipolar disorder	Psychiatric	Class	-0.364	9.08E-1
ACAA1	ENSG00000060971	Bipolar disorder	Psychiatric	Healthy	0.223	6.09E-1
ACAA1	ENSG00000060971	Acute myeloid leukemia	Cancer	All other diseases	-0.512	3.92E-2
ACAA1	ENSG00000060971	Acute myeloid leukemia	Cancer	Class	-0.256	3.10E-1
ACAA1	ENSG00000060971	Acute myeloid leukemia	Cancer	Healthy	0.570	5.47E-2
ACAA1	ENSG00000060971	Breast cancer	Cancer	All other diseases	-0.171	2.09E-1
ACAA1	ENSG00000060971	Breast cancer	Cancer	Class	0.078	6.18E-1
ACAA1	ENSG00000060971	Breast cancer	Cancer	Healthy	0.696	2.76E-7
ACAA1	ENSG00000060971	Systemic sclerosis	Autoimmune	All other diseases	-0.018	9.37E-1
ACAA1	ENSG00000060971	Systemic sclerosis	Autoimmune	Class	-0.217	2.26E-1
ACAA1	ENSG00000060971	Systemic sclerosis	Autoimmune	Healthy	0.855	1.32E-9
ACAA1	ENSG00000060971	Multiple sclerosis	Autoimmune	All other diseases	-0.623	8.61E-10
ACAA1	ENSG00000060971	Multiple sclerosis	Autoimmune	Class	-1.013	1.83E-26
ACAA1	ENSG00000060971	Multiple sclerosis	Autoimmune	Healthy	0.446	1.42E-5
ACAA1	ENSG00000060971	Myositis	Autoimmune	All other diseases	0.605	8.22E-9
ACAA1	ENSG00000060971	Myositis	Autoimmune	Class	0.556	1.52E-8
ACAA1	ENSG00000060971	Myositis	Autoimmune	Healthy	1.472	1.02E-39
ACAA1	ENSG00000060971	Sjögrens syndrome	Autoimmune	All other diseases	0.028	9.09E-1
ACAA1	ENSG00000060971	Sjögrens syndrome	Autoimmune	Class	-0.167	3.55E-1
ACAA1	ENSG00000060971	Sjögrens syndrome	Autoimmune	Healthy	1.084	4.75E-13
ACAA1	ENSG00000060971	Systemic lupus erythematosus	Autoimmune	All other diseases	0.603	3.33E-4
ACAA1	ENSG00000060971	Systemic lupus erythematosus	Autoimmune	Class	0.591	4.33E-5
ACAA1	ENSG00000060971	Systemic lupus erythematosus	Autoimmune	Healthy	1.805	4.09E-16
ACAA1	ENSG00000060971	Rheumatoid arthritis	Autoimmune	All other diseases	0.442	2.73E-2
ACAA1	ENSG00000060971	Rheumatoid arthritis	Autoimmune	Class	0.405	1.71E-2
ACAA1	ENSG00000060971	Rheumatoid arthritis	Autoimmune	Healthy	1.152	5.60E-12
ACAA1	ENSG00000060971	Mycoplasma pneumonia	Infection	All other diseases	0.852	4.73E-3
ACAA1	ENSG00000060971	Mycoplasma pneumonia	Infection	Class	-0.085	8.50E-1
ACAA1	ENSG00000060971	Mycoplasma pneumonia	Infection	Healthy	1.993	4.11E-8
ACAA1	ENSG00000060971	Pneumococcal pneumonia	Infection	All other diseases	1.057	1.19E-7
ACAA1	ENSG00000060971	Pneumococcal pneumonia	Infection	Class	-0.173	6.04E-1
ACAA1	ENSG00000060971	Pneumococcal pneumonia	Infection	Healthy	2.221	2.10E-14
ACAA1	ENSG00000060971	Malaria	Infection	All other diseases	1.283	1.25E-12
ACAA1	ENSG00000060971	Malaria	Infection	Class	0.409	7.78E-2
ACAA1	ENSG00000060971	Malaria	Infection	Healthy	2.124	1.56E-13
ACAA1	ENSG00000060971	Dengue fever	Infection	All other diseases	1.036	1.05E-2
ACAA1	ENSG00000060971	Dengue fever	Infection	Class	0.222	7.23E-1
ACAA1	ENSG00000060971	Dengue fever	Infection	Healthy	1.940	2.30E-4
ACAA1	ENSG00000060971	HIV	Infection	All other diseases	0.472	1.63E-2
ACAA1	ENSG00000060971	HIV	Infection	Class	-0.553	6.11E-3
ACAA1	ENSG00000060971	HIV	Infection	Healthy	1.218	3.37E-8
ACAA1	ENSG00000060971	Influenza	Infection	All other diseases	1.533	1.44E-31
ACAA1	ENSG00000060971	Influenza	Infection	Class	0.523	1.12E-3
ACAA1	ENSG00000060971	Influenza	Infection	Healthy	2.599	5.44E-52
ACAA1	ENSG00000060971	E.coli pyelonephritis	Infection	All other diseases	0.763	2.11E-5
ACAA1	ENSG00000060971	E.coli pyelonephritis	Infection	Class	-0.503	4.19E-2
ACAA1	ENSG00000060971	E.coli pyelonephritis	Infection	Healthy	1.511	6.69E-11
ACAA1	ENSG00000060971	Pediatric long COVID	Pediatric	All other diseases	0.110	8.48E-1
ACAA1	ENSG00000060971	Pediatric long COVID	Pediatric	Class	-0.021	9.65E-1
ACAA1	ENSG00000060971	Pediatric long COVID	Pediatric	Healthy	1.244	2.58E-3
ACAA1	ENSG00000060971	Pediatric lymphoma	Pediatric	All other diseases	0.454	6.52E-1
ACAA1	ENSG00000060971	Pediatric lymphoma	Pediatric	Class	0.738	3.41E-1
ACAA1	ENSG00000060971	Pediatric lymphoma	Pediatric	Healthy	1.761	2.22E-3
ACAA1	ENSG00000060971	Pediatric kidney tumor	Pediatric	All other diseases	0.740	3.16E-1
ACAA1	ENSG00000060971	Pediatric kidney tumor	Pediatric	Class	0.705	4.63E-1
ACAA1	ENSG00000060971	Pediatric kidney tumor	Pediatric	Healthy	1.392	1.84E-2
ACAA1	ENSG00000060971	Viral hepatitis related cirrhosis	Metabolic	All other diseases	1.293	9.28E-13
ACAA1	ENSG00000060971	Viral hepatitis related cirrhosis	Metabolic	Class	1.300	8.15E-11
ACAA1	ENSG00000060971	Viral hepatitis related cirrhosis	Metabolic	Healthy	2.186	2.94E-20
ACAA1	ENSG00000060971	Pediatric CNS tumor	Pediatric	All other diseases	0.099	9.04E-1
ACAA1	ENSG00000060971	Pediatric CNS tumor	Pediatric	Class	0.266	6.88E-1
ACAA1	ENSG00000060971	Pediatric CNS tumor	Pediatric	Healthy	0.704	2.22E-1
ACAA1	ENSG00000060971	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	-0.371	4.49E-1
ACAA1	ENSG00000060971	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	-0.165	7.57E-1
ACAA1	ENSG00000060971	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	0.708	5.88E-2
ACAA1	ENSG00000060971	Pediatric bone tumor	Pediatric	All other diseases	-0.507	6.54E-1
ACAA1	ENSG00000060971	Pediatric bone tumor	Pediatric	Class	-0.282	8.04E-1
ACAA1	ENSG00000060971	Pediatric bone tumor	Pediatric	Healthy	0.617	2.91E-1
ACAA1	ENSG00000060971	Pancreatic cancer	Cancer	All other diseases	1.162	9.79E-10
ACAA1	ENSG00000060971	Pancreatic cancer	Cancer	Class	1.477	1.18E-15
ACAA1	ENSG00000060971	Pancreatic cancer	Cancer	Healthy	2.145	5.75E-14
ACAA1	ENSG00000060971	Pituitary neuroendocrine tumor	Cancer	All other diseases	-0.618	1.69E-2
ACAA1	ENSG00000060971	Pituitary neuroendocrine tumor	Cancer	Class	-0.423	1.46E-1
ACAA1	ENSG00000060971	Pituitary neuroendocrine tumor	Cancer	Healthy	0.480	7.70E-2
ACAA1	ENSG00000060971	Ovarian cancer	Cancer	All other diseases	-0.392	1.83E-3
ACAA1	ENSG00000060971	Ovarian cancer	Cancer	Class	-0.164	2.38E-1
ACAA1	ENSG00000060971	Ovarian cancer	Cancer	Healthy	0.443	1.58E-4
ACAA1	ENSG00000060971	Lung cancer	Cancer	All other diseases	-0.085	4.10E-1
ACAA1	ENSG00000060971	Lung cancer	Cancer	Class	0.074	5.35E-1
ACAA1	ENSG00000060971	Lung cancer	Cancer	Healthy	0.982	6.60E-19
ACAA1	ENSG00000060971	Meningioma	Cancer	All other diseases	-0.629	1.08E-2
ACAA1	ENSG00000060971	Meningioma	Cancer	Class	-0.372	1.59E-1
ACAA1	ENSG00000060971	Meningioma	Cancer	Healthy	0.236	3.81E-1
ACAA1	ENSG00000060971	Myeloma	Cancer	All other diseases	0.156	6.73E-1
ACAA1	ENSG00000060971	Myeloma	Cancer	Class	0.469	1.00E-1
ACAA1	ENSG00000060971	Myeloma	Cancer	Healthy	1.239	9.64E-5
ACAA1	ENSG00000060971	Melanoma	Cancer	All other diseases	-0.470	6.38E-3
ACAA1	ENSG00000060971	Melanoma	Cancer	Class	-0.280	1.32E-1
ACAA1	ENSG00000060971	Melanoma	Cancer	Healthy	0.797	1.75E-5
ACAA1	ENSG00000060971	Previous venous thromboembolism	Cardiovascular	All other diseases	-0.894	4.65E-8
ACAA1	ENSG00000060971	Previous venous thromboembolism	Cardiovascular	Class	-0.390	1.56E-2
ACAA1	ENSG00000060971	Previous venous thromboembolism	Cardiovascular	Healthy	0.176	2.52E-1
ACAA1	ENSG00000060971	Bacterial gastroenteritis	Infection	All other diseases	0.432	2.19E-1
ACAA1	ENSG00000060971	Bacterial gastroenteritis	Infection	Class	-0.354	4.49E-1
ACAA1	ENSG00000060971	Bacterial gastroenteritis	Infection	Healthy	1.396	1.26E-4
ACAA1	ENSG00000060971	Acute venous thromboembolism	Cardiovascular	All other diseases	-0.490	8.50E-2
ACAA1	ENSG00000060971	Acute venous thromboembolism	Cardiovascular	Class	0.035	9.05E-1
ACAA1	ENSG00000060971	Acute venous thromboembolism	Cardiovascular	Healthy	0.700	4.44E-3
ACAA1	ENSG00000060971	Coronary artery calcification	Cardiovascular	All other diseases	-0.747	4.26E-16
ACAA1	ENSG00000060971	Coronary artery calcification	Cardiovascular	Class	-0.294	2.75E-3
ACAA1	ENSG00000060971	Coronary artery calcification	Cardiovascular	Healthy	0.358	1.23E-4
ACAA1	ENSG00000060971	Prostate cancer	Cancer	All other diseases	-0.157	2.40E-1
ACAA1	ENSG00000060971	Prostate cancer	Cancer	Class	-0.116	4.55E-1
ACAA1	ENSG00000060971	Prostate cancer	Cancer	Healthy	1.006	6.47E-11
ACAA1	ENSG00000060971	Abdominal aortic aneurysm	Cardiovascular	All other diseases	-0.583	6.65E-4
ACAA1	ENSG00000060971	Abdominal aortic aneurysm	Cardiovascular	Class	0.084	7.10E-1
ACAA1	ENSG00000060971	Abdominal aortic aneurysm	Cardiovascular	Healthy	0.689	4.07E-3
ACAA1	ENSG00000060971	Acute coronary syndrome	Cardiovascular	All other diseases	0.089	7.54E-1
ACAA1	ENSG00000060971	Acute coronary syndrome	Cardiovascular	Class	0.786	1.24E-4
ACAA1	ENSG00000060971	Acute coronary syndrome	Cardiovascular	Healthy	0.896	2.63E-4
ACAA1	ENSG00000060971	Small intestine neuroendocrine tumor	Cancer	All other diseases	-0.657	1.22E-2
ACAA1	ENSG00000060971	Small intestine neuroendocrine tumor	Cancer	Class	-0.433	1.55E-1
ACAA1	ENSG00000060971	Small intestine neuroendocrine tumor	Cancer	Healthy	0.641	8.77E-3
ACAA1	ENSG00000060971	Endometrial cancer	Cancer	All other diseases	-0.778	8.21E-6
ACAA1	ENSG00000060971	Endometrial cancer	Cancer	Class	-0.565	7.35E-4
ACAA1	ENSG00000060971	Endometrial cancer	Cancer	Healthy	0.047	8.32E-1
ACAA1	ENSG00000060971	Glioma	Cancer	All other diseases	-0.282	2.49E-2
ACAA1	ENSG00000060971	Glioma	Cancer	Class	-0.101	4.65E-1
ACAA1	ENSG00000060971	Glioma	Cancer	Healthy	0.860	2.46E-9
ACAA1	ENSG00000060971	Hepatocellular cancer	Cancer	All other diseases	1.688	9.21E-22
ACAA1	ENSG00000060971	Hepatocellular cancer	Cancer	Class	1.987	1.79E-30
ACAA1	ENSG00000060971	Hepatocellular cancer	Cancer	Healthy	2.640	5.80E-24
ACAA1	ENSG00000060971	Diffuse large B-cell lymphoma	Cancer	All other diseases	0.024	9.38E-1
ACAA1	ENSG00000060971	Diffuse large B-cell lymphoma	Cancer	Class	0.293	2.83E-1
ACAA1	ENSG00000060971	Diffuse large B-cell lymphoma	Cancer	Healthy	1.033	9.45E-5
ACAA1	ENSG00000060971	Breast ductal carcinoma in situ	Cancer	All other diseases	-0.667	8.55E-3
ACAA1	ENSG00000060971	Breast ductal carcinoma in situ	Cancer	Class	-0.384	1.76E-1
ACAA1	ENSG00000060971	Breast ductal carcinoma in situ	Cancer	Healthy	0.273	4.35E-1
ACAA1	ENSG00000060971	Chronic lymphocytic leukemia	Cancer	All other diseases	-0.807	1.18E-3
ACAA1	ENSG00000060971	Chronic lymphocytic leukemia	Cancer	Class	-0.522	4.36E-2
ACAA1	ENSG00000060971	Chronic lymphocytic leukemia	Cancer	Healthy	0.444	1.66E-1
ACAA1	ENSG00000060971	Colorectal cancer	Cancer	All other diseases	-0.200	5.06E-2
ACAA1	ENSG00000060971	Colorectal cancer	Cancer	Class	-0.067	5.58E-1
ACAA1	ENSG00000060971	Colorectal cancer	Cancer	Healthy	0.744	4.22E-13
ACAA1	ENSG00000060971	Cervical cancer	Cancer	All other diseases	-0.880	5.16E-9
ACAA1	ENSG00000060971	Cervical cancer	Cancer	Class	-0.584	2.13E-3
ACAA1	ENSG00000060971	Cervical cancer	Cancer	Healthy	0.264	1.34E-1
ACAN	ENSG00000157766	Cervical cancer	Cancer	All other diseases	-0.175	1.92E-3
ACAN	ENSG00000157766	Cervical cancer	Cancer	Class	0.053	4.83E-1
ACAN	ENSG00000157766	Cervical cancer	Cancer	Healthy	0.001	9.93E-1
ACAN	ENSG00000157766	Diffuse large B-cell lymphoma	Cancer	All other diseases	-0.074	5.37E-1
ACAN	ENSG00000157766	Diffuse large B-cell lymphoma	Cancer	Class	-0.013	9.10E-1
ACAN	ENSG00000157766	Diffuse large B-cell lymphoma	Cancer	Healthy	-0.076	3.58E-1
ACAN	ENSG00000157766	Endometrial cancer	Cancer	All other diseases	0.017	8.26E-1
ACAN	ENSG00000157766	Endometrial cancer	Cancer	Class	0.008	9.25E-1
ACAN	ENSG00000157766	Endometrial cancer	Cancer	Healthy	-0.224	1.25E-4
ACAN	ENSG00000157766	Glioma	Cancer	All other diseases	0.097	3.98E-2
ACAN	ENSG00000157766	Glioma	Cancer	Class	0.183	7.13E-7
ACAN	ENSG00000157766	Glioma	Cancer	Healthy	0.102	9.21E-3
ACAN	ENSG00000157766	Colorectal cancer	Cancer	All other diseases	-0.083	2.71E-2
ACAN	ENSG00000157766	Colorectal cancer	Cancer	Class	-0.110	4.36E-4
ACAN	ENSG00000157766	Colorectal cancer	Cancer	Healthy	-0.254	6.18E-13
ACAN	ENSG00000157766	Breast cancer	Cancer	All other diseases	0.065	1.96E-1
ACAN	ENSG00000157766	Breast cancer	Cancer	Class	0.127	1.64E-3
ACAN	ENSG00000157766	Breast cancer	Cancer	Healthy	-0.058	1.96E-1
ACAN	ENSG00000157766	Breast ductal carcinoma in situ	Cancer	All other diseases	0.007	9.60E-1
ACAN	ENSG00000157766	Breast ductal carcinoma in situ	Cancer	Class	0.017	8.74E-1
ACAN	ENSG00000157766	Breast ductal carcinoma in situ	Cancer	Healthy	-0.108	2.63E-1
ACAN	ENSG00000157766	Chronic lymphocytic leukemia	Cancer	All other diseases	0.323	8.55E-4
ACAN	ENSG00000157766	Chronic lymphocytic leukemia	Cancer	Class	0.253	4.31E-4
ACAN	ENSG00000157766	Chronic lymphocytic leukemia	Cancer	Healthy	0.166	7.86E-2
ACAN	ENSG00000157766	Dengue fever	Infection	All other diseases	-0.127	5.37E-1
ACAN	ENSG00000157766	Dengue fever	Infection	Class	0.264	5.84E-2
ACAN	ENSG00000157766	Dengue fever	Infection	Healthy	0.484	2.49E-2
ACAN	ENSG00000157766	Influenza	Infection	All other diseases	-0.293	9.52E-9
ACAN	ENSG00000157766	Influenza	Infection	Class	-0.165	2.96E-4
ACAN	ENSG00000157766	Influenza	Infection	Healthy	-0.136	5.61E-3
ACAN	ENSG00000157766	Malaria	Infection	All other diseases	-0.514	1.02E-13
ACAN	ENSG00000157766	Malaria	Infection	Class	-0.179	3.43E-3
ACAN	ENSG00000157766	Malaria	Infection	Healthy	-0.291	5.09E-4
ACAN	ENSG00000157766	Mycoplasma pneumonia	Infection	All other diseases	-0.345	5.86E-3
ACAN	ENSG00000157766	Mycoplasma pneumonia	Infection	Class	-0.047	6.87E-1
ACAN	ENSG00000157766	Mycoplasma pneumonia	Infection	Healthy	-0.147	1.68E-1
ACAN	ENSG00000157766	Pneumococcal pneumonia	Infection	All other diseases	0.186	2.10E-2
ACAN	ENSG00000157766	Pneumococcal pneumonia	Infection	Class	0.080	3.99E-1
ACAN	ENSG00000157766	Pneumococcal pneumonia	Infection	Healthy	0.128	1.50E-1
